,Date,Tweet,Id,Label
51351,2021-03-20 04:44:45+00:00,Kadına şiddete tabiki karşıyım.Lakin istanbul sözleşmesi içine LGBT gizlenmiş sözleşmedir. LGBT kurana aykırıdır.Kesinlikle taviz verilemez. #İstanbulSözleşmesi,1.37313338477236E+018,negative
4780,2021-03-28 16:16:07+00:00,"Daha kaç kadın daha öldürülecek? Kaçının cansız bedeni çukurdan çıkarılacak? Daha kaç çocuk anasız kalacak?
Kadın biZim kırmızı çizgimizken kaç kişi daha ortalığı kana bulayacak? 
Susmayacağız! #istanbulsözleşmesi ni yaşatacağız!
@eliifesen @devapartisi",1.37620647689775E+018,positive
51033,2021-03-20 06:38:06+00:00,"bir uyuyorum, uyanıyorum istanbul sözleşmesi feshedilmiş. ne bu ya? kaçak göçek, gece yarılarında insanları tutuklatmak, sözleşmeleri feshetmek ne demek? siz napıyosunuz abi? yemin ederim çıldırıcam.",1.37316191318671E+018,positive
13375,2021-03-20 15:15:48+00:00,"#istanbulsözleşmesi
Görünürde bir karın var, kızların var ve gece ikide bir “şey” imzalıyorsun; anında başlıyorsun tepki almaya. Giderek büyüyor giderek büyüyor. Peki sonra?",1.37329219657783E+018,neutral
16861,2021-03-20 12:11:58+00:00,"Sözleşmenin ismini değiştirip rabia sözleşmesi yapsak onaylanmaz mı kankalar? Bi de böyle deneyelim.
#istanbulsoezlesmesi #KadınCinayetleriPolitiktir",1.37324593157604E+018,positive
36782,2022-02-04 15:25:55+00:00,"Hepsi tam da böyle biat etmiş durumda kimse halkı önemsemiyor bile.
Bu tabloyu bu şekilde görmek bu vatana aşık biri olarak beni derinden etkiliyor
Covit politikaları, iklim anlaşması, istanbul sözleşmesi v.s...hepsi bunun göstergesi.... https://t.co/d4zvg2KRIk",1.48962124615331E+018,positive
27049,2021-03-20 08:37:42+00:00,Kendi babası/abisi/dayısı/amcasından hamile kalırken şiddete maruz kalırken bozulmayan aile yapısı LBGT+ ile bozuluyormuş o yüzden #istanbulSözleşmesi ‘nin kalkması iyi olmuş. Umarım sevindiğiniz sözleşmenin maddesine muhtaç kalmazsınız!!,1.3731920115961E+018,positive
14283,2021-03-20 14:20:45+00:00,"#istanbulSözleşmesi   İslam’ın özünün anlaşılamadığı ve dolayısıyla yaşanmadığı her yerde, her türlü zulmün olması kaçınılmazdır...
@yenisafakwriter @ZihinZeminZaman @MtoBilgi",1.3732783393734E+018,neutral
27201,2021-03-20 08:34:40+00:00,"Türkiye İstanbul Sözleşmesi'nden neden çekildi? Erdoğan ve Altun'un açıklamaları...

#fahrettinaltun #RecepTayyipErdogan #istanbulsözleşmesi #Istanbul #kadın #türkiye #GueclueKadınGueclueTuerkiye #GueclueKadınGueclueAileGueclueTuerkiye #GueclueOlacağiz 

https://t.co/f6fIpmJSVJ",1.37319124682349E+018,neutral
19215,2021-03-20 11:05:01+00:00,#istanbulsoezlesmesi  #Morardınızmı  #Gulegulemorhalka,1.37322908267096E+018,negative
41859,2021-04-26 20:12:54+00:00,@enastaenistera Esas sinir bozucu nolcak halimiz diye tv ye bakarken ama aklın geçim sıkıntısında   veeeee tam o sırada yanındaki kadın bakkkk bi pırlantam olmadı demezmiiiii ahhh istanbul sözleşmesi gelde kalemi kırma,1.38677531525144E+018,positive
20643,2021-03-20 10:32:56+00:00,"Vazgeçmiyoruz
#istanbulsoezlesmesi https://t.co/E0Xmvy7INI",1.37322100750753E+018,positive
44542,2021-03-24 21:18:24+00:00,@pekalme @benigntyrant profile bak istanbul sözlesmesi bi de aq cıldırmalık,1.37483299806819E+018,neutral
33637,2021-03-20 05:20:43+00:00,"#istanbulsözleşmesi
#AklınızdanBileGecirmeyin 
#isttanbulsözleşmesiyaşatır",1.37314243641595E+018,positive
22580,2021-03-20 09:57:39+00:00,Bu ülke de bir değerimiz olmadığını yine anladık. Yazıklar olsun!! #istanbulsözleşmesi,1.37321212941163E+018,positive
14288,2021-03-20 14:20:16+00:00,"Being woman, being gay, being transgender, being child, being plant is too hard in Turkey. Please stay strong and keep fighting, my sisters!!! 

TURKEY IS NOT SAFE FOR WOMEN
#istanbulsoezlesmesi
#istanbulsozlesmesiyasatir
#IstanbulConvention",1.37327822077527E+018,positive
30696,2021-03-20 07:11:53+00:00,"Kadınları, gözaltındaki insanları şiddetten, işkenceden korumak için hazırlanan imazalanan, #IstanbulSozlesmesı den TBMM iradesi yok sayılarak, dinbazlar istedi diye, oy toplamak için çıkıldı. 

Üstelik #istanbulsözleşmesi aileleri ve insanları AKP'ye karşı korumaya çalışırken.",1.37317041372386E+018,positive
8609,2021-03-21 09:46:14+00:00,#istanbulsoezlesmesi isimli ihanet projesini ülkenin başına bela eden sanki kendileri değilmiş gibi konuşuyorlar. Çok tuhaf. Ve bunlara inanan büyük bir kitle var.,1.37357164331081E+018,negative
23713,2021-03-20 09:39:08+00:00,"Kadın cinayetleri 
son 10 yılda 3 kat artmış!!

Yani ISTANBUL SÖZLEŞMESİ imzalandiktan(2011) sonra kadın cinayetleri  
3 kat daha artmış!!

Yani neymiş➡️
İSTANBUL SÖZLEŞMESİ YAŞATMIYORMUŞ!
NOKTA..!
#istanbulsözlesmesi 
#İstanbulSözleşmesi https://t.co/3CdiCzxkSa",1.37320747034524E+018,negative
27104,2021-03-20 08:36:38+00:00,#istanbulsoezlesmesi https://t.co/h0tMhmQHv2,1.37319174037564E+018,neutral
36137,2021-03-20 00:11:03+00:00,"O bir erkek beyni değil, AKP beynidir.
Bil istedim #istanbulsözleşmesi",1.37306450660839E+018,positive
37699,2021-11-11 20:43:09+00:00,Ey akepeli bayanlar istanbul sözleşmesi iptal edilirken nerelerdeydiniz... #AkşenereAçıkÇağrı,1.45889811374219E+018,positive
33688,2021-03-20 05:15:40+00:00,"#istanbulsözleşmesi CB kararıyla iptal edilmiş.
T
E
B
R
İ
K
L
E
R
ama yetmez.
6284 ve diğer kanun değişşikleri de yeniden değişmelidir",1.37314116566353E+018,
40266,2021-06-26 07:41:03+00:00,"@HHuLyA____ Aşı, l@g@b@te , istanbul sözleşmesi vs diye 1 temmuzda sokağa diye tweetler atıyorlar. Tweeter listelemeden kaldırdı.",1.40869176450498E+018,neutral
25608,2021-03-20 09:06:05+00:00,"Dr. Fatih Erbakan
#İstanbulSözleşmesi https://t.co/pkzmco0j5u",1.37319915102713E+018,neutral
599,2021-11-19 22:19:28+00:00,"#İstanbulSözleşmesiYaşatır #istanbulsoezlesmesi 
#kadıncinayeti #KadinaSiddeteHayir 
#BASAKCENGİZ",1.4618214543334E+018,positive
9980,2021-03-20 20:13:03+00:00,Fatma Betül Sayan Kaya: Ankara Mutabakatı hazırlıyoruz #ankaramutabakatı #istanbulsözleşmesi - https://t.co/vmlhFFL4a3 https://t.co/z0NUsUexqc,1.37336700024903E+018,neutral
42796,2021-04-06 15:34:14+00:00,@omerhankrm Ömer han bey ekonomi ile alakalı her sözünüzün altına imzamı atarım lakin istanbul sözleşmesi ile ekonominin ne alakası var bu ülkenin ahlaki değerleri var bir kaç tane ibnenin hakkını savunacagiz diye mi ekonomi kötü oluyor,1.37945742850538E+018,negative
19317,2021-03-20 11:02:59+00:00,what is going on in Turkey now? #İstanbulSözleşmesi https://t.co/LFdIf8UHwn,1.37322857031998E+018,neutral
22900,2021-03-20 09:52:34+00:00,"Dr. Fatih Erbakan
#İstanbulSözleşmesi https://t.co/o4o3mixjzu",1.3732108495617E+018,neutral
24267,2021-03-20 09:29:44+00:00,#istanbulsoezlesmesi #istanbulsoezlesmesiyasatır #KadınCinayetleriPolitiktir bugün bile konuşmayan ünlülerin canı cehenneme artık.,1.37320510313038E+018,positive
6722,2021-03-22 16:39:04+00:00,@GalatasaraySK #istanbulsoezlesmesi,1.37403792633459E+018,neutral
16692,2021-03-20 12:18:42+00:00,"La Turchia non si ritiri della Convenzione di Istanbul per la protezione delle donne - Firma la petizione!
#istanbulsoezlesmesi
https://t.co/uwzeCm6lrh",1.37324762461104E+018,positive
25042,2021-03-20 09:15:34+00:00,#istanbulsoezlesmesi YAŞATIR.,1.37320153969164E+018,positive
22741,2021-03-20 09:55:01+00:00,"#İstanbulSözleşmesi
#GüçlüKadınGüçlüTürkiye https://t.co/MBuAKCyFpH",1.37321146681649E+018,positive
25759,2021-03-20 09:03:16+00:00,Birbirimizi savunarak öleceğiz. Bizi siz var etmediniz yokta edemeyeceksiniz. Yazıklar olsun! #istanbulsozlesmesiyasatir #istanbulsoezlesmesi,1.3731984435906E+018,positive
38710,2021-09-27 07:08:03+00:00,@halilcan2934 doğru.. yanlışları eleştirelim ama doğru yapılanlara da karşı çıkmayalım... bizim farkımız her yaptıklarına doğru demiyoruz mesela istanbul sözleşmesi mesela hal yasası bizden çok eleştiren yok.. ama çözümün kimde olduğunu kimin yapabileceğinide biliyoruz..,1.44238553208916E+018,negative
23306,2021-03-20 09:45:56+00:00,"#istanbulsoezlesmesi
Veda hutbesinde tüm müslümanlara hitaben...
Kadınlar size Allahın emanetidir sözü ile kanunlaştı,
@RTErdogan
Ömrün bereketli olsun İslam Halifesi",1.37320918149539E+018,negative
47296,2021-03-20 22:34:34+00:00,"@Zerrin_Bir sorun zaten istanbul sözleşmesi değil zerrin hanım, batı, türkiye'nin kendi vesayetinden kurtulduğunu görüyor ama bunu engelleyemiyor ve kuduruyor ama yapabilecekleri hiç bir şey yok sabrımızı daha da zorlarlarsa milyonlarca mülteciyi üzerlerine salarız.",1.37340261626954E+018,positive
14150,2021-03-20 14:28:25+00:00,#istanbulsoezlesmesi #istanbulsozlesmesiyasatir https://t.co/br1VisMbCe,1.37328027077903E+018,positive
46961,2021-03-21 08:36:15+00:00,istanbul sözleşmesi neden  iptal edildi https://t.co/ocJqlraW7X,1.37355403210779E+018,neutral
44724,2021-03-24 11:37:33+00:00,Şu istanbul sözleşmesi olayından sonra kimseye güvenim kalmadı.,1.37468682364618E+018,neutral
45261,2021-03-23 11:13:06+00:00,"@Yahyayayla77 @aydincgds @aliaktas7 abicim edebiyat yapıyorsun. ""Allah'ın bir emaneti olduğu cennetinde annelerin ayağının altında olduğu dusturi esas alınmalıdır gerisi boş"" eee? istanbul sözleşmesi mi engelledi bunu? kadınlar neden öldürülüyor peki?",1.37431828086174E+018,positive
22208,2021-03-20 10:04:03+00:00,"Türkiye, Uluslararası İstanbul sözleşmesinden çekildi.
 
Karara ilişkin rengimiz bellidir.

#istanbulsözleşmesiyaşatır #istanbulsözleşmesi #aklınızdanbilegeçirmeyin #kadıncinayetleripolitiktir #istanbulsözleşmesiuygulansın #kadınhakları #kadınaşiddetehayır #metoo https://t.co/l6o3ustwzC",1.37321374152178E+018,positive
51479,2021-03-20 02:08:05+00:00,@superbeyinsiz Artık istanbul sözleşmesi kalktıysa teröristlerle birlikte kendini yırtarcasına sözleşmeyi savunan akp li bayanlar ne olduğu tescillendi?,1.37309395887266E+018,negative
2207,2021-06-30 16:00:04+00:00,@NazlanEr Thank you very much. It feels so nice to be next to two great authors to support the cause #istanbulsözleşmesindenvazgeçmiyoruz #istanbulsözleşmesibizim #istanbulsözleşmesi,1.41026689595415E+018,positive
49281,2021-03-20 12:17:30+00:00,sanki toplumsal yapı vardı da istanbul sözleşmesi ile bozuldu,1.37324732585915E+018,positive
40722,2021-06-04 16:32:29+00:00,@once_vatanRte akp ye söyle evlilik hayal oldu. birde istanbul sözleşmesi geldi. İslam ve Türk töreleri unultuldu. kelimeyi şahadet bile getirmesini bilmeyen sözde müslümanlar çok. zina suçtur ve 4 nesil sonra insanlığın büyük çoğunlu sakat olacak. kısacası,1.40085297165993E+018,negative
17030,2021-03-20 12:06:16+00:00,"@kubrayagmur01 Adana Atatürk parkı 18.30
Buluşunuz❗☀️☀️🏃
#istanbulsoezlesmesi",1.37324449859628E+018,positive
18539,2021-03-20 11:20:40+00:00,#İstanbulSözleşmesi https://t.co/9qtZsIgR7t,1.37323302286723E+018,neutral
21825,2021-03-20 10:10:20+00:00,"Bir toplum, cinslerden yalnız birinin yüzyılımızın gerektirdiklerini elde etmesiyle yetinirse, o toplum yarı yarıya zayıflamış olur. Bizim toplumumuzun uğradığı başarısızlıkların sebebi, kadınlarımıza karşı ihmal ve kusurdur.
-Gazi Mustafa Kemal Atatürk 
#istanbulsoezlesmesi https://t.co/cELeES6PPm",1.37321532243884E+018,positive
50918,2021-03-20 07:08:23+00:00,"@AlperKvlcm3 İstanbul sözleşmesi ile bu maske işini nasil bir araya getirdiniz acaba ? Dsö den ayrılmadık Alper bey, halen istanbul ofisi hizmette .gelişmeleri takip etmekte fayda var.",1.37316953281523E+018,neutral
20968,2021-03-20 10:26:35+00:00,"Keşke azıcık utanma, minicik insaniyet, minimal zekaya sahip olsaydınız. O zaman #Morardınızmı diye bir hashtag açmazdınız. #istanbulsoezlesmesi",1.37321941112186E+018,positive
25318,2021-03-20 09:10:50+00:00,Yazıklar olsun #KadınCinayetleriPolitiktir #istanbulsoezlesmesi,1.37320034945723E+018,positive
34057,2021-03-20 04:47:14+00:00,"@huseyin1434 @dienas15 @hasibe_eren @guzemyilmaz Zaten bizim liderliğimiz de çıktı 
Adı neden #istanbulsoezlesmesi",1.37313400954751E+018,neutral
38861,2021-09-09 17:32:29+00:00,"@grejuwa yılmaz güney sosyalist bir kürt olmasaydı şu an onu çok seven insanların hışmına uğrardı. 1 hafta önce istanbul sözleşmesi yaşatır diyen bir kadının yılmaz güney'i sırf sosyalist diye anması, övgülerde bulunması bana gülünç geliyor. aynısı elbette karşı taraf için de geçerli",1.43601969506957E+018,neutral
45631,2021-03-22 19:02:41+00:00,"Bu suç olmuyor iki kadın ""istanbul sözleşmesi ile ilgili""protesto hakkını kullanırsa suç oluyor Yeni Akit’ten ‘hilafet’ çağrısı: 15 dakikada alınacak bir karar https://t.co/XhtajoBGwC",1.37407406866054E+018,
13364,2021-03-20 15:16:17+00:00,"Katilleri değil kadınları koruyun !!!
#istanbulsoezlesmesi https://t.co/iEfzRsS847",1.3732923151844E+018,positive
39938,2021-07-01 05:55:35+00:00,"Ayrıca büşra, inan bana devranın dönmesine çok az kaldı. Yarın öbür gün haksızlığa uğrarsan, itilip kakılırsan, senin haklarını da yine bu eleştirdiğin istanbul sözleşmesi koruyacak, cinsiyetsiz dediğin insanlar savunacak, ciğeri beş para etmez dediklerin savunacak :)",1.41047716126224E+018,positive
23875,2021-03-20 09:36:11+00:00,"bu kadar kolay mı 
#istanbulsözleşmesi",1.37320672940045E+018,positive
23120,2021-03-20 09:49:09+00:00,#İstanbulSözleşmesi https://t.co/15pUh0ON9e,1.37320999248507E+018,neutral
6416,2021-03-22 22:27:51+00:00,"#İstanbulSözleşmesi 
#İstanbulSözleşmesiYaşatır
#KadınaŞiddeteHayır
#KadınaŞiddetPolitiktir 
#KadınCinayetleriPolitiktir",1.37412570025341E+018,positive
3193,2021-05-24 06:44:12+00:00,"@TektemurDilan Kirli çamaşırların ancak en beyazları çıktı ortaya.. Daha renkliler,sentetikler,yunluler,perdeler,çok kirliler falan var.Yillarin birikmişleri bunlar...
#125milyarnerede
#istanbulsözleşmesi 
#NaylonSedat",1.39671865981764E+018,positive
44760,2021-03-24 09:54:35+00:00,@DPolonka Çünkü istanbul sözleşmesi yaşatır,1.37466091052718E+018,positive
24755,2021-03-20 09:20:33+00:00,You cannot mess with us! WOMEN’s RIGHT IS NOT SOMETHING YOU CAN CANCEL!!!  #İstanbulSözleşmesi,1.3732027919556E+018,positive
38028,2021-10-27 15:44:45+00:00,@Besiktas istanbul sözleşmesi iptal edilirken hiçbir şey söyleyemediğiniz içindir.,1.45338719787747E+018,positive
49032,2021-03-20 13:27:15+00:00,"Dün akşam an itibarıyle istanbul sözleşmesi geri çekildi ve şunlar söylendi  ""Tecavüzcü, Kürtaj Yapan Kadından Daha Masumdur "" ve burda sadece birini yazdım https://t.co/Mt33Vqx8Db",1.37326487681099E+018,positive
34125,2021-03-20 04:42:09+00:00,ALLAHUEKBER kadını ancak islam korur o bu şu sözleşme değil elhamdülillah kaldırıldı #istanbulsözleşmesi,1.37313273229804E+018,negative
19842,2021-03-20 10:51:15+00:00,"#morardınızmı #istanbulsözleşmesi #GueleGueleMorHalka
#güçlükadıngüçlütürkiye
#lgtb https://t.co/eKVorfp7sT",1.37322561841077E+018,negative
7824,2021-03-21 15:13:01+00:00,"Biden, İstanbul Sözleşmesi kararını yorumladı: Cesaret kırıcı bir geri adım
#JoeBiden #Biden #istanbulsözlesmesi #pazar 
https://t.co/ePlJo5hO2w",1.3736538815284E+018,neutral
8436,2021-03-21 10:54:55+00:00,"Merak ediyorum da, İstanbul sözleşmesinden fesedenler acaba kendi eşi ve kızları yüzünden canları yansaydı yine fesederler miydi ?! 

#istanbulsozlesmesiyasatir 
#istanbulsoezlesmesi 
@merveyildirimtv",1.37358892904003E+018,positive
22622,2021-03-20 09:56:53+00:00,"!!!

#İstanbulSözleşmesi

https://t.co/7l0QikhfVo",1.3732119361717E+018,neutral
8439,2021-03-21 10:53:51+00:00,"@eczozgurozel Mümkünse önce partinizde olan ve olmayan kadınları ve çocukları yine partinizdeki taciz ve tecavüzlerden koruyun. #istanbulsözleşmesi varken koruyamadınız, şimdi kalkmış kadın savunucusu rolüne bürünmüşsünüz. Yere batsın sahte kabadayılığınız.",1.37358866148113E+018,neutral
43180,2021-04-01 19:25:37+00:00,"İstanbul Sözleşmesi can simizdi. Kültür,töre, din, gelenek veya sözde namus gibi kavramların bu sözleşme kapsamındaki herhangi bir şiddet eylemine gerekçe olamaz. Mart #28Kadın öldü iktidar istanbul sözleşmesiden çekildi. Niyetiniz ne? Kaç kadın ölürsek çözümcül politikalar olur?",1.37770371722767E+018,positive
444,2021-12-01 16:44:41+00:00,"Kadına şiddetin normalleştirildiği bir toplum anormaldir.

O yumruk tüm kadınlara atılmıştır, umarım en kısa sürede hesabı sorulur.

#istanbulsozlesmesiyasatir 
#istanbulsözleşmesi",1.46608585660378E+018,positive
