Id,Label
1.37352101083474E+018,negative
1.37323112614005E+018,neutral
1.37326746408415E+018,positive
1.3731698142614E+018,positive
1.37324464102224E+018,positive
1.41068645803426E+018,positive
1.37387729208732E+018,neutral
1.37316752546746E+018,neutral
1.37319436599731E+018,positive
1.3746941404249E+018,positive
1.3733442581833E+018,positive
1.46204626529916E+018,negative
1.44724604395606E+018,negative
1.44802712819329E+018,negative
1.45883516114819E+018,positive
1.37358802585951E+018,neutral
1.37332988051187E+018,positive
1.37316353527927E+018,neutral
1.37448075630356E+018,neutral
1.40442824977467E+018,negative
1.38199722774536E+018,negative
1.41636878674006E+018,neutral
1.37570233481103E+018,positive
1.37511775716398E+018,neutral
1.37317622781354E+018,neutral
1.37323489554014E+018,positive
1.37322462800554E+018,neutral
1.37656790845379E+018,positive
1.37680509978426E+018,positive
1.3731965295326E+018,positive
1.39318506067375E+018,positive
1.37362686092451E+018,neutral
1.37307734853958E+018,positive
1.37319493006414E+018,positive
1.37306824830923E+018,neutral
1.37311844468669E+018,positive
1.39221554577748E+018,positive
1.3732020125407E+018,positive
1.37333227428501E+018,negative
1.3732508255235E+018,positive
1.37330086954711E+018,positive
1.46708161807041E+018,positive
1.37436531572808E+018,neutral
1.3732849439677E+018,negative
1.37322044866686E+018,negative
1.37311317591945E+018,positive
1.47877335037787E+018,neutral
1.37319641071631E+018,negative
1.37318598506909E+018,positive
1.37332611078884E+018,positive
1.37322467344663E+018,neutral
1.37331670396745E+018,positive
1.37321469384264E+018,positive
1.37331009968349E+018,negative
1.37349035272065E+018,positive
1.46435540759866E+018,positive
1.37318557089833E+018,negative
1.37323977053348E+018,negative
1.42072592393505E+018,positive
1.37326502958432E+018,neutral
1.37637112619298E+018,negative
1.37315674936934E+018,positive
1.37369632707543E+018,positive
1.37321585935159E+018,negative
1.37315448252416E+018,positive
1.37466609177612E+018,positive
1.37311756013734E+018,positive
1.3733102915309E+018,positive
1.38086724038446E+018,neutral
1.37315195376573E+018,positive
1.45230931318847E+018,neutral
1.3732043965453E+018,neutral
1.373287115015E+018,positive
1.37316124140178E+018,positive
1.46217598198102E+018,neutral
1.49625410115546E+018,negative
1.37319260044279E+018,positive
1.37307143461709E+018,positive
1.37316821034693E+018,positive
1.37306803052836E+018,negative
1.40258537664507E+018,negative
1.38534096668982E+018,positive
1.41340773647854E+018,positive
1.37318182492774E+018,neutral
1.39172399373718E+018,positive
1.37306450721238E+018,negative
1.37307377912397E+018,positive
1.37583423807176E+018,positive
1.37328505545218E+018,neutral
1.39212682267086E+018,negative
1.38347643037427E+018,neutral
1.45916754513562E+018,neutral
1.37330231905657E+018,positive
1.37313120358335E+018,negative
1.48299671010846E+018,negative
1.37320282474245E+018,positive
1.37318633623722E+018,negative
1.37317204469156E+018,neutral
1.37773438230005E+018,positive
1.37322497795309E+018,positive
1.4590551382792E+018,positive
1.41973456269595E+018,positive
1.37318854438728E+018,positive
1.3732373134389E+018,positive
1.37319362242275E+018,neutral
1.37394422305412E+018,negative
1.41088280381068E+018,neutral
1.44185778641824E+018,positive
1.37307111088812E+018,positive
1.37306792626219E+018,positive
1.40186240704409E+018,positive
1.41011411677005E+018,negative
1.37337729542403E+018,neutral
1.3730628159851E+018,positive
1.37320194205122E+018,negative
1.37317484030846E+018,neutral
1.37320813370797E+018,positive
1.37722690552771E+018,negative
1.37317564093818E+018,positive
1.47049198726666E+018,positive
1.46360530918068E+018,positive
1.37317557735674E+018,positive
1.37324447216372E+018,positive
1.37328913846045E+018,positive
1.37329356778389E+018,negative
1.37308498006317E+018,neutral
1.37377821420467E+018,neutral
1.37314991697811E+018,positive
1.37693300652763E+018,neutral
1.37324515590661E+018,positive
1.46380027305959E+018,positive
1.37318011631508E+018,positive
1.37318779665613E+018,positive
1.3804739060631E+018,positive
1.46357814754327E+018,positive
1.37323228418744E+018,positive
1.41557777400641E+018,positive
1.37484776647256E+018,negative
1.37312657149049E+018,positive
1.37316777174018E+018,neutral
1.37617077258724E+018,positive
1.37326468658674E+018,positive
1.37321119623355E+018,positive
1.44767036342969E+018,neutral
1.37322955005488E+018,positive
1.37307963361738E+018,positive
1.37317062621574E+018,neutral
1.37341985209492E+018,negative
1.37511250672996E+018,negative
1.38123534106823E+018,negative
1.37371909263768E+018,neutral
1.37322617945342E+018,neutral
1.50475158051565E+018,negative
1.44708449664227E+018,negative
1.37330909891416E+018,positive
1.37327258485538E+018,positive
1.37323149783513E+018,positive
1.37326545284827E+018,neutral
1.3730851143648E+018,neutral
1.37318758294791E+018,positive
1.37611548306638E+018,negative
1.37618932253427E+018,positive
1.37306473687568E+018,positive
1.37325265523823E+018,neutral
1.37875545678984E+018,neutral
1.3731917855776E+018,positive
1.37391657312001E+018,neutral
1.37322506219153E+018,neutral
1.3751532870083E+018,positive
1.37308408722164E+018,positive
1.37313702947156E+018,negative
1.4023652139539E+018,negative
1.37323957556126E+018,neutral
1.37316748503432E+018,neutral
1.40738154882814E+018,negative
1.39644758857287E+018,negative
1.37328509094455E+018,positive
1.37822880551344E+018,neutral
1.37342704754931E+018,positive
1.40269994266213E+018,neutral
1.3731726894987E+018,neutral
1.37324954732187E+018,positive
1.37327847489136E+018,negative
1.37332959152428E+018,positive
1.3732453307294E+018,neutral
1.43489533776912E+018,neutral
1.37480256782226E+018,neutral
1.37530781959607E+018,neutral
1.37348405259498E+018,neutral
1.37866051955347E+018,neutral
1.37330854492629E+018,positive
1.37315865214887E+018,positive
1.37307773341736E+018,negative
1.37334701918875E+018,negative
1.37337062779776E+018,negative
1.3800643830538E+018,neutral
1.37320584635265E+018,positive
1.44732705399341E+018,neutral
1.37320054738224E+018,positive
1.37321298869872E+018,positive
1.37321845257234E+018,positive
1.37334031140619E+018,positive
1.37352322581313E+018,positive
1.3732318719712E+018,neutral
1.37324880665399E+018,positive
1.40709014655037E+018,positive
1.37330941244678E+018,positive
1.37319166244122E+018,negative
1.37323273779721E+018,neutral
1.37319594848728E+018,positive
1.39893457768358E+018,negative
1.37319727936931E+018,neutral
1.40981256945238E+018,neutral
1.39419598800547E+018,positive
1.48423286865836E+018,negative
1.3731818963106E+018,positive
1.37326082358237E+018,positive
1.37584173529789E+018,positive
1.37334852116488E+018,positive
1.37319287475031E+018,positive
1.3732146870185E+018,neutral
1.41067950809777E+018,negative
1.3733383565082E+018,neutral
1.37316677797524E+018,neutral
1.37318132839764E+018,positive
1.37335642707559E+018,negative
1.39464753544529E+018,positive
1.37328426490993E+018,positive
1.373364520933E+018,positive
1.37322588520196E+018,positive
1.37325570242946E+018,positive
1.37320090611687E+018,neutral
1.37316743237907E+018,positive
1.37318097350918E+018,positive
1.37437980482105E+018,negative
1.37317096385298E+018,positive
1.37323696813444E+018,neutral
1.37315386329813E+018,positive
1.46381070532974E+018,positive
1.4098398919371E+018,positive
1.38630584376805E+018,neutral
1.41060886625808E+018,positive
1.37326226121366E+018,neutral
1.38065978427434E+018,negative
1.37579487572829E+018,negative
1.3732191265006E+018,negative
1.37329442326257E+018,neutral
1.373499783609E+018,negative
1.37315023717971E+018,neutral
1.37315715085226E+018,neutral
1.37334754478119E+018,positive
1.44691387166777E+018,neutral
1.37327343731835E+018,positive
1.40288227170372E+018,negative
1.37318749421327E+018,negative
1.37312281359961E+018,positive
1.37442697263432E+018,positive
1.3731757737634E+018,positive
1.37317877581971E+018,negative
1.3880077041286E+018,neutral
1.3734031871479E+018,positive
1.37324021779309E+018,negative
1.37323283038224E+018,neutral
1.37335654452444E+018,negative
1.37320861722733E+018,positive
1.37358422318613E+018,positive
1.37315715194279E+018,positive
1.37324777084541E+018,positive
1.37314825632737E+018,neutral
1.41268575614601E+018,positive
1.37335936908206E+018,neutral
1.39689017077599E+018,neutral
1.37322898098004E+018,positive
1.37308935655096E+018,neutral
1.37315698628461E+018,neutral
1.37327065260249E+018,positive
1.37328891817558E+018,positive
1.4108404629786E+018,positive
1.37324365083516E+018,positive
1.41088248361321E+018,neutral
1.37368796767232E+018,positive
1.37327112651686E+018,positive
1.37320260301478E+018,positive
1.37314776436061E+018,positive
1.50445483175853E+018,positive
1.37319561102197E+018,neutral
1.37328215162665E+018,positive
1.37609379789816E+018,positive
1.37325282978005E+018,positive
1.43309951298636E+018,positive
1.3733639743355E+018,negative
1.37330693190597E+018,neutral
1.41063425601611E+018,positive
1.40984985588381E+018,neutral
1.37330680097237E+018,negative
1.37365533227111E+018,negative
1.39281686074847E+018,positive
1.37308526231041E+018,neutral
1.37356884664955E+018,positive
1.37859154675754E+018,negative
1.3732437382109E+018,positive
1.37338433281189E+018,neutral
1.37375727087455E+018,positive
1.37336125225739E+018,neutral
1.37317039767652E+018,negative
1.37508831788945E+018,positive
1.37561519814961E+018,positive
1.44733903355479E+018,negative
1.37329783573567E+018,positive
1.37322884247994E+018,positive
1.37323148051684E+018,negative
1.37330806477495E+018,positive
1.37321523866595E+018,negative
1.39470953331917E+018,negative
1.37330190450001E+018,negative
1.37680416038601E+018,positive
1.37325519527936E+018,positive
1.37331680970161E+018,negative
1.40833856490831E+018,positive
1.46061165193852E+018,positive
1.37306844063481E+018,positive
1.37312567039874E+018,neutral
1.37319840660947E+018,positive
1.37308399536643E+018,positive
1.37319622001813E+018,positive
1.37363303737689E+018,neutral
1.37323188864779E+018,positive
1.37317334516492E+018,negative
1.37324540545932E+018,positive
1.37882776101234E+018,neutral
1.37328023749724E+018,positive
1.37319242020935E+018,positive
1.45873657847453E+018,positive
1.37317250262572E+018,positive
1.37334206484337E+018,neutral
1.37327512633102E+018,positive
1.37437184342813E+018,positive
1.3731824199652E+018,positive
1.3732221046032E+018,positive
1.37321910890125E+018,neutral
1.37357296934836E+018,positive
1.37309160469792E+018,negative
1.37320082714647E+018,positive
1.37322883979556E+018,positive
1.37322177072821E+018,positive
1.37321262616821E+018,positive
1.37318901281132E+018,neutral
1.37326051842163E+018,positive
1.37335417142503E+018,positive
1.37448231081326E+018,negative
1.37360031944844E+018,neutral
1.37901324472409E+018,positive
1.37519002782788E+018,neutral
1.41043089667564E+018,negative
1.3736181806823E+018,positive
1.3733315420225E+018,neutral
1.37328120467023E+018,negative
1.37320184254976E+018,positive
1.37319723049721E+018,neutral
1.44750261403223E+018,neutral
1.37323503886364E+018,positive
1.37317534001781E+018,neutral
1.37335831590491E+018,negative
1.37324171141831E+018,positive
1.39326422069174E+018,neutral
1.37405461854048E+018,negative
1.37314356653765E+018,neutral
1.37330678205193E+018,positive
1.37771799973455E+018,positive
1.37323260147814E+018,positive
1.4095282665669E+018,positive
1.37323820867118E+018,positive
1.38551174104034E+018,positive
1.37505672145084E+018,neutral
1.3920481274615E+018,positive
1.48481032819409E+018,negative
1.3743037175126E+018,positive
1.37311701051161E+018,positive
1.37329041129328E+018,positive
1.37570782183728E+018,positive
1.37316385608479E+018,positive
1.37319018960724E+018,positive
1.44721980455796E+018,neutral
1.3739290736433E+018,positive
1.37318337581778E+018,positive
1.37579524025949E+018,neutral
1.37321677469982E+018,neutral
1.37315057837371E+018,neutral
1.37539302275462E+018,negative
1.3777332953001E+018,positive
1.37477308966229E+018,neutral
1.49924195006675E+018,negative
1.37322231842045E+018,negative
1.41231850695206E+018,neutral
1.37323681010565E+018,positive
1.37319542469836E+018,positive
1.37373284551295E+018,positive
1.49424907947547E+018,neutral
1.3732863116715E+018,positive
1.41062445612552E+018,positive
1.39222842249624E+018,positive
1.37320887280305E+018,positive
1.37329493477051E+018,negative
1.39432567044097E+018,negative
1.37316921658562E+018,neutral
1.37339514861325E+018,neutral
1.37325343758918E+018,positive
1.37329899422339E+018,positive
1.37317390066275E+018,positive
1.37321257256918E+018,neutral
1.37350475565014E+018,negative
1.37309199613967E+018,positive
1.42763996955268E+018,neutral
1.37354486292722E+018,positive
1.37409683115249E+018,neutral
1.37306829096528E+018,negative
1.37322623160958E+018,neutral
1.37312607124004E+018,positive
1.3733186741369E+018,positive
1.37446142041948E+018,positive
1.37443247002046E+018,neutral
1.37326712812884E+018,positive
1.37322901581379E+018,positive
1.37318432308874E+018,positive
1.37308432308833E+018,negative
1.37471315315041E+018,negative
1.37318910878537E+018,negative
1.37353827350361E+018,neutral
1.37326246668423E+018,positive
1.37325186066096E+018,positive
1.37590627062083E+018,neutral
1.37328998863753E+018,neutral
1.37311426614068E+018,positive
1.37306246512738E+018,negative
1.37313951321676E+018,neutral
1.4108977352183E+018,positive
1.37579982003676E+018,positive
1.37362457581731E+018,negative
1.37323411313465E+018,positive
1.37324451880439E+018,negative
1.37317427358246E+018,positive
1.46439357572731E+018,positive
1.37328552281521E+018,positive
1.39243170294592E+018,positive
1.37321956576992E+018,neutral
1.37306195606466E+018,negative
1.37321917446246E+018,positive
1.37313173058507E+018,negative
1.37319136673859E+018,neutral
1.40921618967129E+018,positive
1.37328615421733E+018,positive
1.37319615405845E+018,positive
1.37332827929851E+018,negative
1.37315947833873E+018,positive
1.39536237514709E+018,neutral
1.39762667594962E+018,neutral
1.37336270935446E+018,positive
1.37318298586914E+018,neutral
1.42189141155375E+018,neutral
1.37580409413745E+018,neutral
1.37376088102524E+018,positive
1.3737736550843E+018,neutral
1.37332854151801E+018,neutral
1.37320606027056E+018,positive
1.42030533781136E+018,neutral
1.49972702371091E+018,positive
1.37318047548591E+018,positive
1.37317831675308E+018,neutral
1.37348933771586E+018,neutral
1.37313393461632E+018,positive
1.37327247912541E+018,positive
1.37636795848251E+018,neutral
1.41069360900802E+018,positive
1.37567889004424E+018,neutral
1.38016594585178E+018,negative
1.37321596960311E+018,positive
1.37322037561467E+018,neutral
1.37323176899684E+018,positive
1.37307637942893E+018,positive
1.37321346605667E+018,neutral
1.37313430297261E+018,positive
1.37318624293489E+018,positive
1.37327327457931E+018,positive
1.37612975079261E+018,positive
1.37320894299891E+018,neutral
1.37581594089033E+018,positive
1.37316485398098E+018,positive
1.37323297225877E+018,positive
1.3730688548098E+018,positive
1.37321318081882E+018,positive
1.37320959541871E+018,neutral
1.37322746596813E+018,positive
1.37329888398036E+018,positive
1.40770152814472E+018,negative
1.37325253071778E+018,positive
1.3739400040834E+018,neutral
1.37370891016355E+018,negative
1.37320641354E+018,negative
1.37374156293764E+018,neutral
1.41341678908672E+018,positive
1.37318995917629E+018,positive
1.37323888067414E+018,negative
1.37324086153907E+018,neutral
1.37314616315153E+018,positive
1.37322973218396E+018,neutral
1.37333224513464E+018,positive
1.37328873769894E+018,negative
1.4075041138653E+018,neutral
1.37319242442043E+018,negative
1.37325209562581E+018,neutral
1.37365055584381E+018,positive
1.37500487242528E+018,positive
1.3731657229863E+018,positive
1.3733169474384E+018,positive
1.37321961976332E+018,negative
1.37424295864031E+018,neutral
1.49319408015476E+018,neutral
1.37514509443364E+018,neutral
1.37319873132829E+018,positive
1.37444153074474E+018,negative
1.37331052108102E+018,neutral
1.50113140304342E+018,positive
1.37315976215884E+018,negative
1.38376662552711E+018,neutral
1.37313396547794E+018,neutral
1.406977021713E+018,positive
1.37321809753712E+018,neutral
1.37320962846144E+018,positive
1.3733054671208E+018,positive
1.37314574653968E+018,negative
1.37324496978438E+018,positive
1.49400236048146E+018,positive
1.37548615131065E+018,positive
1.49434790540623E+018,negative
1.37316981290665E+018,positive
1.37322429549793E+018,neutral
1.37324991462548E+018,positive
1.37319574083987E+018,positive
1.37322146978275E+018,positive
1.37321085714086E+018,negative
1.37328744220842E+018,positive
1.37547432051278E+018,neutral
1.37407906674424E+018,negative
1.38536837604279E+018,neutral
1.37327590510418E+018,positive
1.37351683690667E+018,neutral
1.3758460975418E+018,positive
1.37331403870117E+018,neutral
1.37319924921998E+018,negative
1.3733291076904E+018,neutral
1.37351336709734E+018,negative
1.38243881250943E+018,positive
1.3736105439327E+018,negative
1.40995979068045E+018,positive
1.44713158389551E+018,positive
1.43266306148841E+018,negative
1.37341341106991E+018,negative
1.37333392526377E+018,positive
1.37318591922274E+018,neutral
1.37322141622143E+018,neutral
1.37333883866018E+018,positive
1.37326047470853E+018,negative
1.37567699605593E+018,neutral
1.37336850833625E+018,positive
1.3732155073321E+018,neutral
1.3732895981854E+018,neutral
1.37321450564841E+018,neutral
1.45879037479789E+018,positive
1.37322447083237E+018,positive
1.37318436285909E+018,positive
1.37318166322886E+018,neutral
1.37754804773179E+018,neutral
1.37544483570077E+018,neutral
1.37320098070417E+018,positive
1.3731286455864E+018,negative
1.37324458036002E+018,negative
1.41120987448737E+018,neutral
1.37324174040094E+018,positive
1.37315330129914E+018,positive
1.39383488979601E+018,neutral
1.3733357467745E+018,negative
1.3733245854715E+018,negative
1.37316225041709E+018,positive
1.37330295479142E+018,neutral
1.41205567007401E+018,neutral
1.37432253642351E+018,neutral
1.4621584108798E+018,negative
1.49391875894724E+018,neutral
1.37319585703048E+018,positive
1.37329477307172E+018,positive
1.37307295830287E+018,positive
1.37339966220025E+018,neutral
1.37318648045832E+018,positive
1.37308148162767E+018,positive
1.44324454119741E+018,positive
1.49513299516184E+018,neutral
1.37324070271755E+018,positive
1.49542700324744E+018,positive
1.37320378506196E+018,neutral
1.3733146225105E+018,positive
1.37326930430571E+018,positive
1.37327049963622E+018,positive
1.37308182318673E+018,negative
1.37478849332348E+018,positive
1.4938972481488E+018,neutral
1.48376980536687E+018,negative
1.37517821278385E+018,neutral
1.3731867542541E+018,positive
1.37600613075374E+018,negative
1.37317053317769E+018,positive
1.37317622373674E+018,neutral
1.37396783514428E+018,positive
1.37400153277406E+018,neutral
1.37333111715207E+018,negative
1.3733029107345E+018,positive
1.3731527496475E+018,neutral
1.37341361710683E+018,positive
1.3732327514371E+018,positive
1.3731795958187E+018,positive
1.37426775184654E+018,neutral
1.37428515541059E+018,neutral
1.49353448717041E+018,neutral
1.37337281210734E+018,negative
1.49399319374614E+018,positive
1.37318660562899E+018,positive
1.37308844330837E+018,positive
1.45776157877914E+018,positive
1.37977055670324E+018,neutral
1.41171040129374E+018,negative
1.37308726527518E+018,positive
1.3736531942162E+018,negative
1.37354719248137E+018,neutral
1.40820055269404E+018,positive
1.37427330147695E+018,positive
1.37314803488905E+018,positive
1.37319920228148E+018,negative
1.37768453371006E+018,positive
1.37316489481253E+018,positive
1.37339627635678E+018,neutral
1.41058778821128E+018,positive
1.38083911284078E+018,neutral
1.38749515112423E+018,neutral
1.37321587830994E+018,positive
1.37325565664863E+018,negative
1.37323772601159E+018,positive
1.38952417512411E+018,positive
1.37315565078461E+018,positive
1.37325286291926E+018,neutral
1.37317552017159E+018,positive
1.37318293680836E+018,positive
1.44460276892528E+018,positive
1.37355028001761E+018,positive
1.37320700040282E+018,positive
1.37326674099033E+018,neutral
1.37403017728664E+018,positive
1.37313101235664E+018,positive
1.3733061241753E+018,neutral
1.37352239202319E+018,positive
1.39204802177757E+018,positive
1.37322168073521E+018,neutral
1.37350122945688E+018,negative
1.37318528467487E+018,positive
1.37321269416211E+018,positive
1.37326451699839E+018,negative
1.373338224266E+018,positive
1.38137702374303E+018,negative
1.37474816589163E+018,positive
1.37310143172569E+018,negative
1.40776085647414E+018,neutral
1.37518683042605E+018,negative
1.37307106540928E+018,positive
1.37510056209044E+018,neutral
1.37336913006212E+018,positive
1.37328511722603E+018,negative
1.37432650229314E+018,neutral
1.3731409974887E+018,negative
1.37320046714513E+018,positive
1.37318922619657E+018,positive
1.37313287075208E+018,negative
1.37329087420191E+018,positive
1.37324994057145E+018,negative
1.37315880700262E+018,negative
1.3737366424402E+018,neutral
1.37316763675908E+018,positive
1.37320394372404E+018,negative
1.37318698401393E+018,neutral
1.4446959111674E+018,negative
1.37333774625374E+018,neutral
1.37321947521918E+018,positive
1.37320931567541E+018,positive
1.41053160199866E+018,neutral
1.41091079618035E+018,negative
1.37331575176813E+018,positive
1.3731075020118E+018,positive
1.37321383098622E+018,positive
1.42327270105834E+018,positive
1.37386563466108E+018,positive
1.46503124619147E+018,negative
1.47339845404715E+018,neutral
1.37307005221227E+018,negative
1.37323073746653E+018,neutral
1.37655732598148E+018,positive
1.37471689198236E+018,positive
1.37327386570779E+018,positive
1.37455387992542E+018,negative
1.37315244896624E+018,positive
1.37325051409625E+018,positive
1.37320596462361E+018,positive
1.37321006444671E+018,positive
1.37323310566285E+018,positive
1.37317593439262E+018,positive
1.37310824062458E+018,positive
1.37444986687361E+018,negative
1.37317877014898E+018,neutral
1.376424803587E+018,neutral
1.37319554410185E+018,positive
1.37334734991806E+018,positive
1.37399112705397E+018,negative
1.37383103404383E+018,positive
1.3732211161777E+018,positive
1.37320197835713E+018,positive
1.37316856489148E+018,positive
1.37319745858349E+018,negative
1.37317354803502E+018,neutral
1.3732822373204E+018,positive
1.37625655767612E+018,negative
1.3731792042846E+018,positive
1.40005459085539E+018,negative
1.37316972659206E+018,positive
1.37320417566491E+018,neutral
1.37326876174732E+018,positive
1.37718956756084E+018,positive
1.37325909131803E+018,positive
1.37333284798611E+018,positive
1.37328610558439E+018,negative
1.373403766893E+018,negative
1.38468085998758E+018,positive
1.37324744957016E+018,neutral
1.37331599894269E+018,positive
1.44388609872017E+018,neutral
1.37903485148399E+018,neutral
1.37311361487432E+018,positive
1.44699279383084E+018,positive
1.3732785662433E+018,positive
1.37334014590733E+018,positive
1.38412547517433E+018,neutral
1.41146363973575E+018,positive
1.37331491565459E+018,positive
1.459220635973E+018,negative
1.37319671427488E+018,neutral
1.37318160224375E+018,positive
1.37506302020907E+018,positive
1.50123094221588E+018,positive
1.37429824273377E+018,negative
1.37393491889241E+018,positive
1.37319528870224E+018,neutral
1.37320116627692E+018,neutral
1.37319837141082E+018,positive
1.37323274171889E+018,positive
1.37316221288233E+018,neutral
1.37361098626815E+018,positive
1.37314819371476E+018,positive
1.37316561702135E+018,neutral
1.37319939574793E+018,neutral
1.37316926833919E+018,neutral
1.37373472043816E+018,positive
1.37322397430647E+018,negative
1.39240256061565E+018,neutral
1.37320412128576E+018,positive
1.37339216601854E+018,negative
1.37336051948304E+018,positive
1.37331387328197E+018,positive
1.37479948108709E+018,positive
1.41487757616268E+018,positive
1.37331220186446E+018,positive
1.3732368469568E+018,positive
1.37335023658484E+018,positive
1.3731754527146E+018,positive
1.37320020942195E+018,positive
1.37460883219907E+018,positive
1.37321327750173E+018,positive
1.37323446414332E+018,neutral
1.37318044693109E+018,positive
1.45912505135415E+018,negative
1.37576199041366E+018,positive
1.37319946246253E+018,negative
1.37324777156263E+018,neutral
1.3731798039736E+018,negative
1.37306805461204E+018,positive
1.3731454497466E+018,positive
1.37362998814723E+018,positive
1.37341528781141E+018,positive
1.37886950183655E+018,neutral
1.37321060387619E+018,positive
1.3731957209421E+018,negative
1.37324159983723E+018,positive
1.44726537421128E+018,neutral
1.38237841315615E+018,positive
1.37319211067815E+018,positive
1.37362923490051E+018,neutral
1.3734323075169E+018,negative
1.37319188252479E+018,positive
1.37310267425469E+018,neutral
1.37611783587798E+018,positive
1.37404570382831E+018,negative
1.37319419552822E+018,neutral
1.385281508467E+018,negative
1.37324468309108E+018,positive
1.37316253094054E+018,negative
1.37359984644005E+018,negative
1.37320369154996E+018,positive
1.37372457768E+018,positive
1.37313907496232E+018,neutral
1.37324660400266E+018,positive
1.37319854697605E+018,neutral
1.37427795797647E+018,negative
1.37337969148312E+018,positive
1.37859287658675E+018,neutral
1.37322140827322E+018,positive
1.37328449659067E+018,positive
1.37315949082097E+018,positive
